Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
1.5455        -330.7077    -334.7498       4.0421   428.4
1.5460        -330.7261    -334.7774       4.0513   429.3
1.5465        -330.7447    -334.7509       4.0061   424.6
1.5470        -330.7637    -334.6899       3.9262   416.1
1.5475        -330.7837    -334.6214       3.8376   406.7
1.5480        -330.8049    -334.5650       3.7601   398.5
1.5485        -330.8270    -334.5279       3.7009   392.2
1.5490        -330.8497    -334.5070       3.6573   387.6
1.5495        -330.8729    -334.4946       3.6217   383.8
1.5500        -330.8967    -334.4803       3.5837   379.8
1.5505        -330.9201    -334.4542       3.5341   374.5
1.5510        -330.9433    -334.4107       3.4674   367.5
1.5515        -330.9662    -334.3486       3.3824   358.5
1.5520        -330.9880    -334.2732       3.2852   348.2
1.5525        -331.0092    -334.1959       3.1867   337.7
1.5530        -331.0293    -334.1292       3.1000   328.5
1.5535        -331.0494    -334.0863       3.0369   321.8
1.5540        -331.0691    -334.0728       3.0037   318.3
1.5545        -331.0890    -334.0894       3.0004   318.0
1.5550        -331.1090    -334.1302       3.0213   320.2
1.5555        -331.1293    -334.1808       3.0515   323.4
1.5560        -331.1495    -334.2221       3.0726   325.6
1.5565        -331.1684    -334.2376       3.0692   325.3
1.5570        -331.1865    -334.2244       3.0379   321.9
1.5575        -331.2028    -334.1944       2.9916   317.0
1.5580        -331.2189    -334.1716       2.9528   312.9
1.5585        -331.2355    -334.1755       2.9400   311.6
1.5590        -331.2532    -334.2105       2.9574   313.4
1.5595        -331.2714    -334.2622       2.9908   317.0
1.5600        -331.2893    -334.3049       3.0156   319.6
1.5605        -331.3063    -334.3158       3.0095   318.9
1.5610        -331.3217    -334.2865       2.9649   314.2
1.5615        -331.3352    -334.2284       2.8932   306.6
1.5620        -331.3479    -334.1670       2.8191   298.8
1.5625        -331.3604    -334.1301       2.7698   293.5
1.5630        -331.3734    -334.1367       2.7633   292.8
1.5635        -331.3872    -334.1874       2.8002   296.8
1.5640        -331.4008    -334.2643       2.8634   303.5
1.5645        -331.4140    -334.3450       2.9310   310.6
1.5650        -331.4260    -334.4131       2.9871   316.6
1.5655        -331.4375    -334.4626       3.0250   320.6
1.5660        -331.4490    -334.4935       3.0445   322.6
1.5665        -331.4601    -334.5083       3.0482   323.0
1.5670        -331.4708    -334.5092       3.0384   322.0
1.5675        -331.4811    -334.4992       3.0181   319.8
1.5680        -331.4903    -334.4862       2.9959   317.5
1.5685        -331.5001    -334.4836       2.9835   316.2
1.5690        -331.5102    -334.4964       2.9861   316.5
1.5695        -331.5209    -334.5166       2.9957   317.5
1.5700        -331.5304    -334.5291       2.9987   317.8
1.5705        -331.5392    -334.5280       2.9888   316.7
1.5710        -331.5471    -334.5156       2.9686   314.6
1.5715        -331.5548    -334.5011       2.9464   312.2
1.5720        -331.5626    -334.4933       2.9307   310.6
1.5725        -331.5699    -334.4941       2.9242   309.9
1.5730        -331.5771    -334.5040       2.9269   310.2
1.5735        -331.5841    -334.5211       2.9369   311.2
1.5740        -331.5903    -334.5428       2.9525   312.9
1.5745        -331.5963    -334.5720       2.9757   315.4
1.5750        -331.6019    -334.6115       3.0096   318.9
1.5755        -331.6084    -334.6593       3.0509   323.3
1.5760        -331.6148    -334.7018       3.0869   327.1
1.5765        -331.6202    -334.7241       3.1039   328.9
1.5770        -331.6252    -334.7229       3.0977   328.3
1.5775        -331.6295    -334.7014       3.0719   325.5
1.5780        -331.6333    -334.6688       3.0355   321.7
1.5785        -331.6369    -334.6355       2.9986   317.8
1.5790        -331.6409    -334.6094       2.9685   314.6
1.5795        -331.6443    -334.5914       2.9471   312.3
1.5800        -331.6472    -334.5832       2.9361   311.2
1.5805        -331.6499    -334.5899       2.9399   311.6
1.5810        -331.6528    -334.6125       2.9597   313.7
1.5815        -331.6553    -334.6477       2.9925   317.1
1.5820        -331.6581    -334.6879       3.0298   321.1
1.5825        -331.6606    -334.7200       3.0594   324.2
1.5830        -331.6623    -334.7346       3.0723   325.6
1.5835        -331.6630    -334.7310       3.0680   325.1
1.5840        -331.6626    -334.7197       3.0570   324.0
1.5845        -331.6619    -334.7225       3.0606   324.4
1.5850        -331.6622    -334.7608       3.0986   328.4
1.5855        -331.6628    -334.8422       3.1794   336.9
1.5860        -331.6651    -334.9604       3.2953   349.2
1.5865        -331.6672    -335.0907       3.4235   362.8
1.5870        -331.6694    -335.2056       3.5362   374.8
1.5875        -331.6713    -335.2804       3.6091   382.5
1.5880        -331.6731    -335.3012       3.6280   384.5
1.5885        -331.6741    -335.2658       3.5917   380.6
1.5890        -331.6748    -335.1890       3.5141   372.4
1.5895        -331.6758    -335.0969       3.4211   362.6
1.5900        -331.6781    -335.0177       3.3396   353.9
1.5905        -331.6806    -334.9682       3.2877   348.4
1.5910        -331.6843    -334.9549       3.2707   346.6
1.5915        -331.6880    -334.9705       3.2825   347.9
1.5920        -331.6920    -335.0010       3.3090   350.7
1.5925        -331.6966    -335.0279       3.3313   353.0
1.5930        -331.7005    -335.0299       3.3294   352.8
1.5935        -331.7041    -334.9953       3.2912   348.8
1.5940        -331.7063    -334.9240       3.2177   341.0
1.5945        -331.7080    -334.8316       3.1235   331.0
1.5950        -331.7092    -334.7419       3.0327   321.4
1.5955        -331.7109    -334.6816       2.9707   314.8
1.5960        -331.7126    -334.6665       2.9539   313.0
1.5965        -331.7151    -334.7007       2.9856   316.4
1.5970        -331.7184    -334.7726       3.0542   323.7
1.5975        -331.7215    -334.8568       3.1352   332.3
1.5980        -331.7246    -334.9242       3.1995   339.1
1.5985        -331.7269    -334.9496       3.2227   341.5
1.5990        -331.7281    -334.9198       3.1917   338.2
1.5995        -331.7286    -334.8363       3.1077   329.4
1.6000        -331.7273    -334.7154       2.9880   316.7
1.6005        -331.7258    -334.5910       2.8652   303.6
1.6010        -331.7242    -334.5010       2.7767   294.3
1.6015        -331.7237    -334.4724       2.7487   291.3
1.6020        -331.7242    -334.5084       2.7843   295.1
1.6025        -331.7252    -334.5881       2.8629   303.4
1.6030        -331.7253    -334.6746       2.9493   312.6
1.6035        -331.7240    -334.7346       3.0106   319.1
1.6040        -331.7212    -334.7514       3.0303   321.1
1.6045        -331.7166    -334.7293       3.0126   319.3
1.6050        -331.7116    -334.6905       2.9789   315.7
1.6055        -331.7068    -334.6641       2.9574   313.4
1.6060        -331.7027    -334.6717       2.9690   314.6
1.6065        -331.6994    -334.7181       3.0187   319.9
1.6070        -331.6962    -334.7930       3.0968   328.2
1.6075        -331.6922    -334.8788       3.1866   337.7
1.6080        -331.6879    -334.9611       3.2731   346.9
1.6085        -331.6831    -335.0289       3.3458   354.6
1.6090        -331.6778    -335.0776       3.3998   360.3
1.6095        -331.6725    -335.1089       3.4364   364.2
1.6100        -331.6673    -335.1261       3.4587   366.5
1.6105        -331.6627    -335.1325       3.4698   367.7
1.6110        -331.6580    -335.1295       3.4715   367.9
1.6115        -331.6542    -335.1188       3.4647   367.2
1.6120        -331.6506    -335.0962       3.4455   365.1
1.6125        -331.6473    -335.0554       3.4081   361.2
1.6130        -331.6437    -334.9955       3.3518   355.2
1.6135        -331.6396    -334.9237       3.2841   348.0
1.6140        -331.6356    -334.8543       3.2187   341.1
1.6145        -331.6321    -334.8021       3.1700   335.9
1.6150        -331.6290    -334.7753       3.1463   333.4
1.6155        -331.6262    -334.7735       3.1472   333.5
1.6160        -331.6237    -334.7893       3.1656   335.5
1.6165        -331.6210    -334.8113       3.1903   338.1
1.6170        -331.6181    -334.8268       3.2087   340.1
1.6175        -331.6149    -334.8242       3.2093   340.1
1.6180        -331.6114    -334.7948       3.1835   337.4
1.6185        -331.6070    -334.7369       3.1299   331.7
1.6190        -331.6019    -334.6614       3.0595   324.2
1.6195        -331.5966    -334.5891       2.9925   317.1
1.6200        -331.5912    -334.5439       2.9527   312.9
1.6205        -331.5863    -334.5440       2.9577   313.4
1.6210        -331.5828    -334.5918       3.0089   318.9
1.6215        -331.5795    -334.6683       3.0888   327.3
1.6220        -331.5761    -334.7433       3.1672   335.7
1.6225        -331.5715    -334.7859       3.2144   340.6
1.6230        -331.5652    -334.7761       3.2109   340.3
1.6235        -331.5581    -334.7174       3.1592   334.8
1.6240        -331.5501    -334.6325       3.0824   326.7
1.6245        -331.5420    -334.5563       3.0143   319.4
1.6250        -331.5348    -334.5221       2.9873   316.6
1.6255        -331.5286    -334.5450       3.0164   319.7
1.6260        -331.5233    -334.6166       3.0933   327.8
1.6265        -331.5180    -334.7120       3.1940   338.5
1.6270        -331.5115    -334.8034       3.2918   348.9
1.6275        -331.5043    -334.8697       3.3654   356.7
1.6280        -331.4969    -334.8986       3.4017   360.5
1.6285        -331.4887    -334.8872       3.3985   360.2
1.6290        -331.4804    -334.8460       3.3657   356.7
1.6295        -331.4717    -334.7935       3.3217   352.0
1.6300        -331.4639    -334.7508       3.2868   348.3
1.6305        -331.4574    -334.7292       3.2718   346.7
1.6310        -331.4510    -334.7270       3.2760   347.2
1.6315        -331.4448    -334.7363       3.2915   348.8
1.6320        -331.4381    -334.7480       3.3099   350.8
1.6325        -331.4312    -334.7595       3.3283   352.7
1.6330        -331.4244    -334.7709       3.3465   354.6
1.6335        -331.4180    -334.7813       3.3633   356.4
1.6340        -331.4116    -334.7871       3.3755   357.7
1.6345        -331.4059    -334.7818       3.3759   357.8
1.6350        -331.4004    -334.7551       3.3547   355.5
1.6355        -331.3935    -334.7005       3.3070   350.5
1.6360        -331.3863    -334.6285       3.2422   343.6
1.6365        -331.3789    -334.5626       3.1837   337.4
1.6370        -331.3728    -334.5255       3.1526   334.1
1.6375        -331.3677    -334.5222       3.1545   334.3
1.6380        -331.3629    -334.5406       3.1777   336.8
1.6385        -331.3570    -334.5621       3.2051   339.7
1.6390        -331.3506    -334.5788       3.2283   342.1
1.6395        -331.3441    -334.5903       3.2462   344.0
1.6400        -331.3375    -334.5975       3.2601   345.5
1.6405        -331.3312    -334.6020       3.2708   346.6
1.6410        -331.3247    -334.6035       3.2788   347.5
1.6415        -331.3181    -334.6028       3.2847   348.1
1.6420        -331.3109    -334.6037       3.2928   349.0
1.6425        -331.3038    -334.6172       3.3134   351.1
1.6430        -331.2965    -334.6568       3.3603   356.1
1.6435        -331.2899    -334.7345       3.4446   365.1
1.6440        -331.2845    -334.8504       3.5660   377.9
1.6445        -331.2800    -334.9885       3.7085   393.0
1.6450        -331.2762    -335.1209       3.8447   407.5
1.6455        -331.2722    -335.2180       3.9459   418.2
1.6460        -331.2680    -335.2622       3.9943   423.3
1.6465        -331.2640    -335.2538       3.9898   422.8
1.6470        -331.2598    -335.2113       3.9515   418.8
1.6475        -331.2576    -335.1655       3.9079   414.1
1.6480        -331.2571    -335.1378       3.8807   411.3
1.6485        -331.2584    -335.1354       3.8770   410.9
1.6490        -331.2615    -335.1522       3.8907   412.3
1.6495        -331.2641    -335.1757       3.9116   414.5
1.6500        -331.2684    -335.1995       3.9311   416.6
1.6505        -331.2740    -335.2136       3.9396   417.5
1.6510        -331.2806    -335.2075       3.9269   416.2
1.6515        -331.2869    -335.1725       3.8856   411.8
1.6520        -331.2941    -335.1099       3.8158   404.4
1.6525        -331.3011    -335.0275       3.7264   394.9
1.6530        -331.3083    -334.9452       3.6369   385.4
1.6535        -331.3165    -334.8863       3.5697   378.3
1.6540        -331.3259    -334.8642       3.5383   375.0
1.6545        -331.3370    -334.8775       3.5405   375.2
1.6550        -331.3482    -334.9081       3.5599   377.3
1.6555        -331.3597    -334.9355       3.5759   379.0
1.6560        -331.3710    -334.9444       3.5734   378.7
1.6565        -331.3823    -334.9312       3.5490   376.1
1.6570        -331.3935    -334.8996       3.5061   371.6
1.6575        -331.4049    -334.8570       3.4520   365.8
1.6580        -331.4160    -334.8135       3.3975   360.1
1.6585        -331.4274    -334.7829       3.3555   355.6
1.6590        -331.4394    -334.7755       3.3361   353.6
1.6595        -331.4524    -334.7916       3.3393   353.9
1.6600        -331.4656    -334.8188       3.3531   355.4
1.6605        -331.4787    -334.8394       3.3607   356.2
1.6610        -331.4910    -334.8428       3.3518   355.2
1.6615        -331.5023    -334.8314       3.3290   352.8
1.6620        -331.5139    -334.8203       3.3064   350.4
1.6625        -331.5261    -334.8245       3.2984   349.6
1.6630        -331.5389    -334.8496       3.3107   350.9
1.6635        -331.5526    -334.8909       3.3383   353.8
1.6640        -331.5667    -334.9346       3.3679   356.9
1.6645        -331.5809    -334.9641       3.3833   358.5
1.6650        -331.5948    -334.9657       3.3708   357.2
1.6655        -331.6080    -334.9324       3.3245   352.3
1.6660        -331.6199    -334.8713       3.2514   344.6
1.6665        -331.6313    -334.8020       3.1707   336.0
1.6670        -331.6425    -334.7494       3.1069   329.3
1.6675        -331.6549    -334.7336       3.0786   326.3
1.6680        -331.6679    -334.7543       3.0864   327.1
1.6685        -331.6815    -334.7953       3.1138   330.0
1.6690        -331.6949    -334.8310       3.1361   332.4
1.6695        -331.7071    -334.8391       3.1320   331.9
1.6700        -331.7178    -334.8151       3.0973   328.2
1.6705        -331.7274    -334.7744       3.0470   322.9
1.6710        -331.7368    -334.7415       3.0047   318.4
1.6715        -331.7472    -334.7355       2.9883   316.7
1.6720        -331.7581    -334.7559       2.9978   317.7
1.6725        -331.7688    -334.7890       3.0202   320.1
1.6730        -331.7783    -334.8226       3.0443   322.6
1.6735        -331.7870    -334.8571       3.0702   325.4
1.6740        -331.7963    -334.8993       3.1029   328.8
1.6745        -331.8065    -334.9442       3.1377   332.5
1.6750        -331.8169    -334.9738       3.1569   334.6
1.6755        -331.8256    -334.9678       3.1422   333.0
1.6760        -331.8331    -334.9254       3.0923   327.7
1.6765        -331.8391    -334.8649       3.0258   320.7
1.6770        -331.8455    -334.8146       2.9691   314.7
1.6775        -331.8529    -334.7952       2.9423   311.8
1.6780        -331.8616    -334.8065       2.9449   312.1
1.6785        -331.8704    -334.8259       2.9555   313.2
1.6790        -331.8783    -334.8242       2.9459   312.2
1.6795        -331.8845    -334.7825       2.8980   307.1
1.6800        -331.8884    -334.7025       2.8141   298.2
1.6805        -331.8908    -334.6107       2.7200   288.3
1.6810        -331.8925    -334.5484       2.6560   281.5
1.6815        -331.8952    -334.5529       2.6577   281.7
1.6820        -331.8997    -334.6331       2.7334   289.7
1.6825        -331.9050    -334.7645       2.8596   303.0
1.6830        -331.9102    -334.9033       2.9931   317.2
1.6835        -331.9145    -335.0013       3.0868   327.1
1.6840        -331.9170    -335.0236       3.1066   329.2
1.6845        -331.9176    -334.9612       3.0436   322.6
1.6850        -331.9161    -334.8337       2.9176   309.2
1.6855        -331.9134    -334.6875       2.7741   294.0
1.6860        -331.9116    -334.5782       2.6667   282.6
1.6865        -331.9114    -334.5404       2.6290   278.6
1.6870        -331.9123    -334.5726       2.6603   281.9
1.6875        -331.9132    -334.6456       2.7324   289.6
1.6880        -331.9139    -334.7208       2.8069   297.5
1.6885        -331.9128    -334.7598       2.8470   301.7
1.6890        -331.9098    -334.7397       2.8298   299.9
1.6895        -331.9055    -334.6590       2.7535   291.8
1.6900        -331.8992    -334.5365       2.6373   279.5
1.6905        -331.8924    -334.4098       2.5174   266.8
1.6910        -331.8853    -334.3211       2.4358   258.1
1.6915        -331.8791    -334.3037       2.4246   257.0
1.6920        -331.8740    -334.3675       2.4935   264.3
1.6925        -331.8689    -334.4942       2.6253   278.2
1.6930        -331.8629    -334.6481       2.7851   295.2
1.6935        -331.8551    -334.7917       2.9366   311.2
1.6940        -331.8457    -334.9001       3.0544   323.7
1.6945        -331.8352    -334.9613       3.1261   331.3
1.6950        -331.8242    -334.9715       3.1473   333.5
1.6955        -331.8127    -334.9320       3.1192   330.6
1.6960        -331.8001    -334.8517       3.0516   323.4
1.6965        -331.7863    -334.7556       2.9693   314.7
1.6970        -331.7726    -334.6861       2.9135   308.8
1.6975        -331.7605    -334.6824       2.9219   309.7
1.6980        -331.7514    -334.7506       2.9992   317.8
1.6985        -331.7421    -334.8493       3.1072   329.3
1.6990        -331.7314    -334.9232       3.1918   338.3
1.6995        -331.7176    -334.9339       3.2163   340.9
1.7000        -331.7025    -334.8794       3.1768   336.7
1.7005        -331.6867    -334.7808       3.0940   327.9
1.7010        -331.6711    -334.6718       3.0007   318.0
1.7015        -331.6556    -334.5890       2.9334   310.9
1.7020        -331.6416    -334.5625       2.9209   309.5
1.7025        -331.6287    -334.6017       2.9730   315.1
1.7030        -331.6162    -334.6912       3.0750   325.9
1.7035        -331.6024    -334.8005       3.1980   338.9
1.7040        -331.5869    -334.9030       3.3161   351.4
1.7045        -331.5710    -334.9872       3.4163   362.0
1.7050        -331.5549    -335.0467       3.4918   370.0
1.7055        -331.5389    -335.0746       3.5357   374.7
1.7060        -331.5222    -335.0649       3.5427   375.4
1.7065        -331.5056    -335.0184       3.5128   372.3
1.7070        -331.4880    -334.9478       3.4598   366.7
1.7075        -331.4705    -334.8855       3.4150   361.9
1.7080        -331.4551    -334.8669       3.4118   361.6
1.7085        -331.4420    -334.9013       3.4593   366.6
1.7090        -331.4295    -334.9643       3.5348   374.6
1.7095        -331.4167    -335.0202       3.6034   381.9
1.7100        -331.4030    -335.0427       3.6397   385.7
1.7105        -331.3886    -335.0211       3.6324   385.0
1.7110        -331.3747    -334.9588       3.5841   379.8
1.7115        -331.3606    -334.8686       3.5080   371.8
1.7120        -331.3469    -334.7740       3.4271   363.2
1.7125        -331.3340    -334.7036       3.3696   357.1
1.7130        -331.3225    -334.6792       3.3568   355.7
1.7135        -331.3122    -334.7056       3.3934   359.6
1.7140        -331.3025    -334.7695       3.4671   367.4
1.7145        -331.2927    -334.8511       3.5584   377.1
1.7150        -331.2829    -334.9321       3.6493   386.7
1.7155        -331.2730    -334.9974       3.7244   394.7
1.7160        -331.2636    -335.0348       3.7712   399.7
1.7165        -331.2541    -335.0371       3.7830   400.9
1.7170        -331.2454    -335.0067       3.7613   398.6
1.7175        -331.2363    -334.9501       3.7139   393.6
1.7180        -331.2279    -334.8849       3.6570   387.6
1.7185        -331.2195    -334.8354       3.6159   383.2
1.7190        -331.2118    -334.8331       3.6213   383.8
1.7195        -331.2074    -334.8993       3.6920   391.3
1.7200        -331.2061    -335.0163       3.8102   403.8
1.7205        -331.2056    -335.1268       3.9212   415.6
1.7210        -331.2033    -335.1701       3.9668   420.4
1.7215        -331.2001    -335.1207       3.9206   415.5
1.7220        -331.1956    -334.9918       3.7963   402.3
1.7225        -331.1907    -334.8347       3.6440   386.2
1.7230        -331.1876    -334.7150       3.5274   373.8
1.7235        -331.1877    -334.6777       3.4900   369.9
1.7240        -331.1906    -334.7262       3.5356   374.7
1.7245        -331.1942    -334.8278       3.6337   385.1
1.7250        -331.1984    -334.9384       3.7400   396.4
1.7255        -331.2023    -335.0145       3.8123   404.0
1.7260        -331.2057    -335.0301       3.8245   405.3
1.7265        -331.2077    -334.9832       3.7755   400.1
1.7270        -331.2098    -334.8991       3.6893   391.0
1.7275        -331.2127    -334.8178       3.6051   382.1
1.7280        -331.2173    -334.7739       3.5566   376.9
1.7285        -331.2238    -334.7799       3.5561   376.9
1.7290        -331.2315    -334.8232       3.5918   380.6
1.7295        -331.2397    -334.8800       3.6403   385.8
1.7300        -331.2482    -334.9283       3.6801   390.0
1.7305        -331.2563    -334.9523       3.6960   391.7
1.7310        -331.2649    -334.9483       3.6834   390.4
1.7315        -331.2740    -334.9196       3.6455   386.3
1.7320        -331.2829    -334.8714       3.5885   380.3
1.7325        -331.2926    -334.8119       3.5192   373.0
1.7330        -331.3017    -334.7492       3.4475   365.4
1.7335        -331.3104    -334.7004       3.3900   359.3
1.7340        -331.3199    -334.6857       3.3657   356.7
1.7345        -331.3311    -334.7121       3.3810   358.3
1.7350        -331.3437    -334.7646       3.4209   362.5
1.7355        -331.3567    -334.8113       3.4546   366.1
1.7360        -331.3684    -334.8226       3.4542   366.1
1.7365        -331.3790    -334.7911       3.4121   361.6
1.7370        -331.3882    -334.7324       3.3442   354.4
1.7375        -331.3979    -334.6763       3.2784   347.4
1.7380        -331.4084    -334.6476       3.2392   343.3
1.7385        -331.4201    -334.6569       3.2368   343.0
1.7390        -331.4321    -334.6973       3.2652   346.0
1.7395        -331.4443    -334.7530       3.3087   350.6
1.7400        -331.4563    -334.8072       3.3510   355.1
1.7405        -331.4679    -334.8484       3.3805   358.3
1.7410        -331.4794    -334.8734       3.3941   359.7
1.7415        -331.4911    -334.8859       3.3948   359.8
1.7420        -331.5032    -334.8894       3.3862   358.9
1.7425        -331.5153    -334.8866       3.3713   357.3
1.7430        -331.5279    -334.8802       3.3523   355.3
1.7435        -331.5405    -334.8712       3.3307   353.0
1.7440        -331.5519    -334.8612       3.3093   350.7
1.7445        -331.5635    -334.8616       3.2981   349.5
1.7450        -331.5753    -334.8885       3.3132   351.1
1.7455        -331.5884    -334.9516       3.3631   356.4
1.7460        -331.6037    -335.0406       3.4369   364.2
1.7465        -331.6190    -335.1272       3.5082   371.8
1.7470        -331.6338    -335.1840       3.5502   376.2
1.7475        -331.6474    -335.2017       3.5542   376.7
1.7480        -331.6609    -335.1951       3.5342   374.5
1.7485        -331.6750    -335.1868       3.5118   372.2
1.7490        -331.6905    -335.1924       3.5019   371.1
1.7495        -331.7060    -335.2164       3.5103   372.0
1.7500        -331.7227    -335.2575       3.5348   374.6
1.7505        -331.7395    -335.3071       3.5675   378.1
1.7510        -331.7573    -335.3588       3.6015   381.7
1.7515        -331.7752    -335.4065       3.6312   384.8
1.7520        -331.7935    -335.4492       3.6557   387.4
1.7525        -331.8122    -335.4919       3.6797   390.0
1.7530        -331.8322    -335.5415       3.7093   393.1
1.7535        -331.8541    -335.5982       3.7441   396.8
1.7540        -331.8773    -335.6470       3.7697   399.5
1.7545        -331.9018    -335.6634       3.7616   398.6
1.7550        -331.9258    -335.6218       3.6960   391.7
1.7555        -331.9469    -335.5157       3.5687   378.2
1.7560        -331.9663    -335.3756       3.4094   361.3
1.7565        -331.9850    -335.2557       3.2706   346.6
1.7570        -332.0057    -335.2027       3.1970   338.8
1.7575        -332.0289    -335.2236       3.1947   338.6
1.7580        -332.0522    -335.2847       3.2325   342.6
1.7585        -332.0749    -335.3451       3.2701   346.6
1.7590        -332.0963    -335.3781       3.2818   347.8
1.7595        -332.1171    -335.3759       3.2587   345.4
1.7600        -332.1374    -335.3412       3.2039   339.5
1.7605        -332.1570    -335.2834       3.1264   331.3
1.7610        -332.1760    -335.2136       3.0376   321.9
1.7615        -332.1941    -335.1445       2.9504   312.7
1.7620        -332.2115    -335.0883       2.8769   304.9
1.7625        -332.2284    -335.0555       2.8271   299.6
1.7630        -332.2449    -335.0518       2.8069   297.5
1.7635        -332.2612    -335.0794       2.8182   298.7
1.7640        -332.2775    -335.1355       2.8581   302.9
1.7645        -332.2943    -335.2104       2.9161   309.0
1.7650        -332.3112    -335.2860       2.9748   315.3
1.7655        -332.3277    -335.3419       3.0141   319.4
1.7660        -332.3435    -335.3632       3.0197   320.0
1.7665        -332.3582    -335.3473       2.9891   316.8
1.7670        -332.3712    -335.3038       2.9326   310.8
1.7675        -332.3831    -335.2565       2.8734   304.5
1.7680        -332.3944    -335.2372       2.8428   301.3
1.7685        -332.4067    -335.2758       2.8691   304.1
1.7690        -332.4211    -335.3784       2.9573   313.4
1.7695        -332.4365    -335.5165       3.0800   326.4
1.7700        -332.4516    -335.6479       3.1964   338.7
1.7705        -332.4652    -335.7400       3.2748   347.1
1.7710        -332.4776    -335.7841       3.3065   350.4
1.7715        -332.4898    -335.7940       3.3042   350.2
1.7720        -332.5022    -335.7909       3.2886   348.5
1.7725        -332.5148    -335.7943       3.2795   347.6
1.7730        -332.5281    -335.8182       3.2901   348.7
1.7735        -332.5424    -335.8647       3.3223   352.1
1.7740        -332.5573    -335.9253       3.3680   356.9
1.7745        -332.5727    -335.9853       3.4127   361.7
1.7750        -332.5880    -336.0291       3.4410   364.7
1.7755        -332.6031    -336.0471       3.4440   365.0
1.7760        -332.6179    -336.0383       3.4204   362.5
1.7765        -332.6323    -336.0110       3.3787   358.1
1.7770        -332.6470    -335.9796       3.3326   353.2
1.7775        -332.6620    -335.9552       3.2932   349.0
1.7780        -332.6774    -335.9405       3.2631   345.8
1.7785        -332.6930    -335.9304       3.2374   343.1
1.7790        -332.7079    -335.9165       3.2086   340.0
1.7795        -332.7226    -335.8945       3.1719   336.1
1.7800        -332.7365    -335.8607       3.1242   331.1
1.7805        -332.7507    -335.8149       3.0641   324.7
1.7810        -332.7635    -335.7567       2.9932   317.2
1.7815        -332.7753    -335.6942       2.9189   309.3
1.7820        -332.7863    -335.6417       2.8553   302.6
1.7825        -332.7969    -335.6162       2.8193   298.8
1.7830        -332.8078    -335.6301       2.8223   299.1
1.7835        -332.8195    -335.6810       2.8615   303.3
1.7840        -332.8317    -335.7488       2.9171   309.1
1.7845        -332.8433    -335.8039       2.9605   313.7
1.7850        -332.8541    -335.8214       2.9673   314.5
1.7855        -332.8635    -335.7889       2.9254   310.0
1.7860        -332.8713    -335.7108       2.8394   300.9
1.7865        -332.8777    -335.6070       2.7293   289.2
1.7870        -332.8830    -335.5076       2.6245   278.1
1.7875        -332.8884    -335.4433       2.5549   270.8
1.7880        -332.8943    -335.4315       2.5373   268.9
1.7885        -332.9005    -335.4686       2.5681   272.2
1.7890        -332.9068    -335.5322       2.6254   278.2
1.7895        -332.9123    -335.5912       2.6790   283.9
1.7900        -332.9169    -335.6179       2.7011   286.3
1.7905        -332.9198    -335.5936       2.6738   283.4
1.7910        -332.9209    -335.5167       2.5959   275.1
1.7915        -332.9201    -335.4065       2.4864   263.5
1.7920        -332.9181    -335.2981       2.3800   252.2
1.7925        -332.9164    -335.2311       2.3147   245.3
1.7930        -332.9153    -335.2296       2.3143   245.3
1.7935        -332.9147    -335.2946       2.3798   252.2
1.7940        -332.9139    -335.4059       2.4920   264.1
1.7945        -332.9127    -335.5316       2.6189   277.5
1.7950        -332.9102    -335.6364       2.7262   288.9
1.7955        -332.9057    -335.6934       2.7877   295.4
1.7960        -332.8999    -335.6928       2.7928   296.0
1.7965        -332.8922    -335.6408       2.7486   291.3
1.7970        -332.8834    -335.5635       2.6801   284.0
1.7975        -332.8743    -335.4961       2.6218   277.9
1.7980        -332.8657    -335.4711       2.6054   276.1
1.7985        -332.8582    -335.5028       2.6446   280.3
1.7990        -332.8508    -335.5802       2.7294   289.3
1.7995        -332.8427    -335.6767       2.8340   300.3
1.8000        -332.8333    -335.7632       2.9300   310.5
1.8005        -332.8222    -335.8190       2.9968   317.6
1.8010        -332.8102    -335.8355       3.0253   320.6
1.8015        -332.7972    -335.8152       3.0181   319.8
1.8020        -332.7836    -335.7709       2.9873   316.6
1.8025        -332.7698    -335.7215       2.9516   312.8
1.8030        -332.7557    -335.6888       2.9331   310.8
1.8035        -332.7426    -335.6920       2.9495   312.6
1.8040        -332.7295    -335.7350       3.0056   318.5
1.8045        -332.7164    -335.8082       3.0918   327.7
1.8050        -332.7029    -335.8930       3.1901   338.1
1.8055        -332.6895    -335.9674       3.2779   347.4
1.8060        -332.6751    -336.0059       3.3308   353.0
1.8065        -332.6588    -335.9915       3.3327   353.2
1.8070        -332.6424    -335.9286       3.2862   348.3
1.8075        -332.6255    -335.8350       3.2096   340.1
1.8080        -332.6093    -335.7361       3.1268   331.4
1.8085        -332.5942    -335.6522       3.0580   324.1
1.8090        -332.5799    -335.5924       3.0126   319.3
1.8095        -332.5654    -335.5545       2.9891   316.8
1.8100        -332.5507    -335.5326       2.9819   316.0
1.8105        -332.5360    -335.5211       2.9851   316.4
1.8110        -332.5207    -335.5137       2.9930   317.2
1.8115        -332.5055    -335.5033       2.9978   317.7
1.8120        -332.4900    -335.4790       2.9890   316.8
1.8125        -332.4741    -335.4302       2.9560   313.3
1.8130        -332.4565    -335.3548       2.8982   307.1
1.8135        -332.4383    -335.2704       2.8321   300.1
